geo_type,geo_area_id,geo_area_name,borough_id,time_period,Children under 6 years with elevated blood lead levels (BLL) Number BLL >=5 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL >=5 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=10 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=10 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=15 µg/dL,Children under 6 years with elevated blood lead levels (BLL) Number BLL>=15 µg/dL _NOTES,Children under 6 years with elevated blood lead levels (BLL) Number Tested,Children under 6 years with elevated blood lead levels (BLL) Number Tested _NOTES,"Children under 6 years with elevated blood lead levels (BLL) Rate  BLL>=5 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate  BLL>=5 µg/dL per 1,000 tested_NOTES","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=10 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=10 µg/dL per 1,000 tested_NOTES","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=15 µg/dL per 1,000 tested","Children under 6 years with elevated blood lead levels (BLL) Rate BLL>=15 µg/dL per 1,000 tested_NOTES"
Neighborhood (UHF 42),501,Port Richmond,5,2005,293,,44,,12,,2800,,106.5,,16,,4.4,
Neighborhood (UHF 42),408,Jamaica,4,2010,563,,63,,25,,13900,,40.5,,4.5,,1.8,
Neighborhood (UHF 42),204,East New York,2,2014,220,,40,,17,,10200,,21.6,,3.9,,1.7,
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,2015,169,,22,,7,*Estimate is based on small numbers so should be interpreted with caution.,10900,,15.5,,2,,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),101,Kingsbridge - Riverdale,1,2006,179,,18,,7,*Estimate is based on small numbers so should be interpreted with caution.,2900,,60.8,,6.1,,2.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,2011,241,,35,,11,*Estimate is based on small numbers so should be interpreted with caution.,7100,,34.2,,5,,1.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),503,Willowbrook,5,2014,16,,2,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,2200,,7.1,,0.9,*Estimate is based on small numbers so should be interpreted with caution.,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,2008,951,,75,,25,,13700,,69.5,,5.5,,1.8,
Neighborhood (UHF 42),403,Flushing - Clearview,4,2012,114,,19,,9,*Estimate is based on small numbers so should be interpreted with caution.,8400,,13.5,,2.3,,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),201,Greenpoint,2,2011,526,,53,,12,,5000,,104.9,,10.6,,2.4,
Neighborhood (UHF 42),407,Southwest Queens,4,2012,262,,43,,24,,11300,,23.2,,3.8,,2.1,
Neighborhood (UHF 42),408,Jamaica,4,2015,236,,47,,19,,13300,,17.7,,3.5,,1.4,
Neighborhood (UHF 42),406,Fresh Meadows,4,2013,60,,4,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,4100,,14.7,,1,*Estimate is based on small numbers so should be interpreted with caution.,0.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),503,Willowbrook,5,2011,37,,2,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,2500,,14.6,,0.8,*Estimate is based on small numbers so should be interpreted with caution.,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),401,Long Island City - Astoria,4,2005,754,,60,,30,,7000,,108.2,,8.6,,4.3,
Neighborhood (UHF 42),105,Crotona -Tremont,1,2013,212,,30,,18,,11200,,19,,2.7,,1.6,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,2011,727,,73,,26,,16100,,45.1,,4.5,,1.6,
Neighborhood (UHF 42),503,Willowbrook,5,2006,96,,4,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,2400,,39.3,,1.6,*Estimate is based on small numbers so should be interpreted with caution.,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),105,Crotona -Tremont,1,2011,338,,25,,4,*Estimate is based on small numbers so should be interpreted with caution.,11900,,28.4,,2.1,,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,2011,380,,32,,11,*Estimate is based on small numbers so should be interpreted with caution.,12500,,30.4,,2.6,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),409,Southeast Queens,4,2011,198,,19,,4,*Estimate is based on small numbers so should be interpreted with caution.,6600,,30.2,,2.9,,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),502,Stapleton - St. George,5,2014,96,,11,*Estimate is based on small numbers so should be interpreted with caution.,5,*Estimate is based on small numbers so should be interpreted with caution.,4600,,20.8,,2.4,*Estimate is based on small numbers so should be interpreted with caution.,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),206,Borough Park,2,2013,780,,76,,24,,17000,,45.8,,4.5,,1.4,
Neighborhood (UHF 42),306,Chelsea - Clinton,3,2009,89,,5,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,2200,,41.3,,2.3,*Estimate is based on small numbers so should be interpreted with caution.,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),407,Southwest Queens,4,2007,993,,133,,29,,10800,,91.8,,12.3,,2.7,
Neighborhood (UHF 42),201,Greenpoint,2,2010,519,,59,,25,,5100,,101.5,,11.5,,4.9,
Neighborhood (UHF 42),107,Hunts Point - Mott Haven,1,2007,699,,33,,10,*Estimate is based on small numbers so should be interpreted with caution.,8100,,86.4,,4.1,,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),410,Rockaways,4,2005,474,,29,,12,,4500,,106.3,,6.5,,2.7,
Neighborhood (UHF 42),405,Ridgewood - Forest Hills,4,2005,735,,48,,17,,7800,,94.8,,6.2,,2.2,
Neighborhood (UHF 42),501,Port Richmond,5,2008,218,,31,,11,*Estimate is based on small numbers so should be interpreted with caution.,3300,,66.6,,9.5,,3.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),310,Lower Manhattan,3,2007,82,,1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,1000,,79.2,,1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),308,Greenwich Village - SoHo,3,2016,15,,1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,1400,,10.6,,0.7,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),107,Hunts Point - Mott Haven,1,2010,294,,30,,12,,8400,,35,,3.6,,1.4,
Neighborhood (UHF 42),101,Kingsbridge - Riverdale,1,2012,33,,5,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,3400,,9.8,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),410,Rockaways,4,2006,422,,38,,16,,4600,,92.5,,8.3,,3.5,
Neighborhood (UHF 42),208,Canarsie - Flatlands,2,2008,392,,25,,6,*Estimate is based on small numbers so should be interpreted with caution.,7400,,52.7,,3.4,,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),301,Washington Heights,3,2011,269,,35,,16,,11200,,24.1,,3.1,,1.4,
Neighborhood (UHF 42),102,Northeast Bronx,1,2007,632,,48,,19,,7100,,89.5,,6.8,,2.7,
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,2008,77,,7,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,1900,,41,,3.7,*Estimate is based on small numbers so should be interpreted with caution.,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),402,West Queens,4,2007,1785,,149,,63,,21200,,84.3,,7,,3,
Neighborhood (UHF 42),201,Greenpoint,2,2015,215,,28,,4,*Estimate is based on small numbers so should be interpreted with caution.,4200,,51,,6.6,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),101,Kingsbridge - Riverdale,1,2010,74,,6,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,3500,,21.4,,1.7,*Estimate is based on small numbers so should be interpreted with caution.,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,2016,69,,9,*Estimate is based on small numbers so should be interpreted with caution.,5,*Estimate is based on small numbers so should be interpreted with caution.,5100,,13.4,,1.8,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),310,Lower Manhattan,3,2012,17,,1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,1600,,10.6,,0.6,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),504,South Beach - Tottenville,5,2009,85,,4,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,4700,,18,,0.8,*Estimate is based on small numbers so should be interpreted with caution.,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,2016,14,,2,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,1800,,7.8,,1.1,*Estimate is based on small numbers so should be interpreted with caution.,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),407,Southwest Queens,4,2006,1034,,135,,35,,10300,,100.3,,13.1,,3.4,
Neighborhood (UHF 42),101,Kingsbridge - Riverdale,1,2015,26,,10,*Estimate is based on small numbers so should be interpreted with caution.,4,*Estimate is based on small numbers so should be interpreted with caution.,2800,,9.5,,3.6,*Estimate is based on small numbers so should be interpreted with caution.,1.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,2006,919,,72,,26,,9100,,101.4,,7.9,,2.9,
Neighborhood (UHF 42),405,Ridgewood - Forest Hills,4,2010,384,,30,,9,*Estimate is based on small numbers so should be interpreted with caution.,9400,,40.8,,3.2,,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),405,Ridgewood - Forest Hills,4,2006,647,,41,,13,,8000,,81,,5.1,,1.6,
Neighborhood (UHF 42),406,Fresh Meadows,4,2012,54,,6,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,4000,,13.6,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0.3,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),204,East New York,2,2012,279,,25,,10,*Estimate is based on small numbers so should be interpreted with caution.,10600,,26.4,,2.4,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),107,Hunts Point - Mott Haven,1,2014,141,,11,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,7400,,19,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,2005,103,,3,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,1900,,53.3,,1.6,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,2016,130,,17,,3,*Estimate is based on small numbers so should be interpreted with caution.,7200,,18,,2.4,,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),404,Bayside - Little Neck,4,2006,80,,4,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,1900,,41.9,,2.1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),310,Lower Manhattan,3,2009,32,,1,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,1100,,27.9,,0.9,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,2011,33,,2,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,2100,,16.1,,1,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),303,East Harlem,3,2005,778,,42,,6,*Estimate is based on small numbers so should be interpreted with caution.,4800,,161.8,,8.7,,1.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),405,Ridgewood - Forest Hills,4,2012,193,,28,,9,*Estimate is based on small numbers so should be interpreted with caution.,9400,,20.5,,3,,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,3,2011,192,,22,,6,*Estimate is based on small numbers so should be interpreted with caution.,6300,,30.3,,3.5,,0.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),408,Jamaica,4,2009,555,,61,,22,,13500,,41.2,,4.5,,1.6,
Neighborhood (UHF 42),206,Borough Park,2,2014,702,,101,,34,,17100,,41.1,,5.9,,2,
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,2005,2528,,220,,69,,16100,,156.8,,13.6,,4.3,
Neighborhood (UHF 42),204,East New York,2,2005,1767,,156,,47,,10800,,163.8,,14.5,,4.4,
Neighborhood (UHF 42),301,Washington Heights,3,2005,1089,,112,,31,,10700,,101.6,,10.5,,2.9,
Citywide,1,New York City,,2014,6550,,959,,341,,314500,,20.8,,3,,1.1,
Neighborhood (UHF 42),410,Rockaways,4,2007,326,,21,,7,*Estimate is based on small numbers so should be interpreted with caution.,4600,,70.2,,4.5,,1.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),407,Southwest Queens,4,2015,220,,44,,13,,11300,,19.4,,3.9,,1.1,
Neighborhood (UHF 42),102,Northeast Bronx,1,2011,186,,24,,12,,7100,,26.4,,3.4,,1.7,
Neighborhood (UHF 42),310,Lower Manhattan,3,2014,9,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,1400,,6.5,*Estimate is based on small numbers so should be interpreted with caution.,2.2,*Estimate is based on small numbers so should be interpreted with caution.,0.7,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),502,Stapleton - St. George,5,2010,145,,11,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,5000,,29.3,,2.2,*Estimate is based on small numbers so should be interpreted with caution.,0.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,2007,1179,,82,,26,,12400,,95.3,,6.6,,2.1,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,2016,246,,60,,17,,11100,,22.2,,5.4,,1.5,
Neighborhood (UHF 42),404,Bayside - Little Neck,4,2014,9,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,2200,,4.2,*Estimate is based on small numbers so should be interpreted with caution.,0.9,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),502,Stapleton - St. George,5,2005,421,,50,,18,,4300,,98.2,,11.7,,4.2,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,2005,2214,,187,,64,,14800,,150,,12.7,,4.3,
Neighborhood (UHF 42),102,Northeast Bronx,1,2015,96,,17,,6,*Estimate is based on small numbers so should be interpreted with caution.,5900,,16.2,,2.9,,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),306,Chelsea - Clinton,3,2008,129,,16,,1,*Estimate is based on small numbers so should be interpreted with caution.,2100,,62,,7.7,,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),410,Rockaways,4,2008,228,,19,,7,*Estimate is based on small numbers so should be interpreted with caution.,5000,,45.9,,3.8,,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),301,Washington Heights,3,2015,101,,22,,9,*Estimate is based on small numbers so should be interpreted with caution.,8800,,11.5,,2.5,,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),409,Southeast Queens,4,2016,76,,14,,6,*Estimate is based on small numbers so should be interpreted with caution.,5800,,13.1,,2.4,,1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),503,Willowbrook,5,2015,9,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,2200,,4,*Estimate is based on small numbers so should be interpreted with caution.,0.9,*Estimate is based on small numbers so should be interpreted with caution.,0.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),501,Port Richmond,5,2012,98,,17,,2,*Estimate is based on small numbers so should be interpreted with caution.,3400,,29.2,,5.1,,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),105,Crotona -Tremont,1,2008,746,,56,,21,,12100,,61.4,,4.6,,1.7,
Neighborhood (UHF 42),204,East New York,2,2007,1378,,116,,29,,10700,,128.9,,10.9,,2.7,
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,2016,158,,15,,5,*Estimate is based on small numbers so should be interpreted with caution.,10500,,15.1,,1.4,,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),401,Long Island City - Astoria,4,2016,91,,11,*Estimate is based on small numbers so should be interpreted with caution.,4,*Estimate is based on small numbers so should be interpreted with caution.,6500,,13.9,,1.7,*Estimate is based on small numbers so should be interpreted with caution.,0.6,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),408,Jamaica,4,2013,287,,47,,15,,13400,,21.5,,3.5,,1.1,
Neighborhood (UHF 42),304,Upper West Side,3,2005,427,,26,,6,*Estimate is based on small numbers so should be interpreted with caution.,5500,,78.2,,4.8,,1.1,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),402,West Queens,4,2005,2267,,238,,84,,19300,,117.5,,12.3,,4.4,
Neighborhood (UHF 42),408,Jamaica,4,2014,282,,54,,24,,13500,,20.9,,4,,1.8,
Neighborhood (UHF 42),207,East Flatbush - Flatbush,2,2007,1852,,139,,44,,13700,,135.7,,10.2,,3.2,
Neighborhood (UHF 42),206,Borough Park,2,2009,1223,,137,,51,,14300,,85.3,,9.6,,3.6,
Neighborhood (UHF 42),211,Williamsburg - Bushwick,2,2006,1837,,155,,47,,11600,,158.5,,13.4,,4.1,
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,2011,453,,75,,26,,13900,,32.5,,5.4,,1.9,
Neighborhood (UHF 42),202,Downtown - Heights - Slope,2,2009,378,,33,,13,,7500,,50.5,,4.4,,1.7,
Neighborhood (UHF 42),211,Williamsburg - Bushwick,2,2013,315,,37,,15,,10600,,29.7,,3.5,,1.4,
Neighborhood (UHF 42),407,Southwest Queens,4,2011,371,,54,,19,,11800,,31.4,,4.6,,1.6,
Neighborhood (UHF 42),102,Northeast Bronx,1,2016,83,,18,,11,*Estimate is based on small numbers so should be interpreted with caution.,5800,,14.3,,3.1,,1.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),211,Williamsburg - Bushwick,2,2014,271,,40,,20,,9900,,27.3,,4,,2,
Neighborhood (UHF 42),306,Chelsea - Clinton,3,2013,38,,2,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,1800,,20.9,,1.1,*Estimate is based on small numbers so should be interpreted with caution.,0.5,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2,2010,801,,81,,28,,16000,,50,,5.1,,1.7,
Neighborhood (UHF 42),406,Fresh Meadows,4,2008,147,,9,*Estimate is based on small numbers so should be interpreted with caution.,5,*Estimate is based on small numbers so should be interpreted with caution.,3600,,40.4,,2.5,*Estimate is based on small numbers so should be interpreted with caution.,1.4,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),304,Upper West Side,3,2016,26,,5,*Estimate is based on small numbers so should be interpreted with caution.,3,*Estimate is based on small numbers so should be interpreted with caution.,4000,,6.6,,1.3,*Estimate is based on small numbers so should be interpreted with caution.,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),305,Upper East Side,3,2013,39,,2,*Estimate is based on small numbers so should be interpreted with caution.,1,*Estimate is based on small numbers so should be interpreted with caution.,4700,,8.4,,0.4,*Estimate is based on small numbers so should be interpreted with caution.,0.2,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),403,Flushing - Clearview,4,2005,458,,56,,21,,6700,,67.9,,8.3,,3.1,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,2009,608,,59,,22,,9800,,62,,6,,2.2,
Neighborhood (UHF 42),310,Lower Manhattan,3,2008,42,,2,*Estimate is based on small numbers so should be interpreted with caution.,2,*Estimate is based on small numbers so should be interpreted with caution.,1000,,40.9,,1.9,*Estimate is based on small numbers so should be interpreted with caution.,1.9,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2,2015,147,,37,,12,,7800,,18.9,,4.8,,1.5,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,2012,374,,36,,14,,10500,,35.6,,3.4,,1.3,
Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2,2015,223,,58,,29,,11100,,20,,5.2,,2.6,
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,2009,69,,4,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,2000,,34.6,,2,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,3,2013,28,,3,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.,2000,,14.1,,1.5,*Estimate is based on small numbers so should be interpreted with caution.,0,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),104,Pelham - Throgs Neck,1,2005,1314,,86,,24,,11600,,113.2,,7.4,,2.1,
Neighborhood (UHF 42),301,Washington Heights,3,2006,1115,,104,,36,,11200,,99.8,,9.3,,3.2,
Neighborhood (UHF 42),407,Southwest Queens,4,2013,239,,39,,15,,11400,,20.9,,3.4,,1.3,
Neighborhood (UHF 42),106,High Bridge - Morrisania,1,2013,281,,31,,9,*Estimate is based on small numbers so should be interpreted with caution.,11800,,23.8,,2.6,,0.8,*Estimate is based on small numbers so should be interpreted with caution.
Neighborhood (UHF 42),103,Fordham - Bronx Pk,1,2016,209,,47,,24,,11900,,17.5,,3.9,,2,
